date,adjClose,adjHigh,adjLow,adjVolume
1985-07-05,2.08644262126417,2.09323885130086,2.05925770111741,1604800
1985-07-12,2.16120115166777,2.18838607181454,2.08997666088325,2792000
1985-07-19,2.14434650117678,2.17805580215877,2.12722000148432,1808000
1985-07-26,2.02853874135156,2.1307540411034,2.01494628127818,2134400
1985-08-02,2.03234463017211,2.05952955031887,1.94698398091127,3032400
1985-08-09,2.08671447046564,2.1138993906124,1.97797478987858,2421600
1985-08-16,2.02527655093395,2.09323885130086,2.02527655093395,1492000
1985-08-23,2.03234463017211,2.16120115166777,2.02527655093395,1466400
1985-08-30,2.03234463017211,2.05246147108072,2.01820847169579,1052000
1985-09-06,2.02527655093395,2.04539339184256,2.01168409086057,697600
1985-09-13,2.03234463017211,2.12042377144763,1.97090671064042,1301600
1985-09-20,1.97797478987858,2.08671447046564,1.97797478987858,1323200
1985-09-27,2.07964639122748,2.08671447046564,1.95731425056704,1691200
1985-10-04,2.22916345203469,2.2971257524016,2.08671447046564,3228800
1985-10-11,2.29005767316344,2.35149559269512,2.14108431075917,3656000
1985-10-18,2.52167319281387,2.52819757364909,2.27700891149299,5544000
1985-10-25,2.36508805276851,2.52167319281387,2.32431067254836,2048000
1985-11-01,2.3172425933102,2.35149559269512,2.18838607181454,2857600
1985-11-08,2.38574859208005,2.41293351222681,2.24275591210807,2354400
1985-11-15,2.44011843237358,2.52819757364909,2.3987973537505,5095200
1985-11-22,2.75220131565843,2.9087864557038,2.41945789306204,9762400
1985-11-29,2.94249575668578,2.98381683530887,2.60975233408939,11720000
1985-12-06,3.01752613629085,3.1599751178599,2.84082415533689,10773600
1985-12-13,2.85441661541027,3.01752613629085,2.80004677511674,6215200
1985-12-20,2.84082415533689,2.97674875607071,2.77286185496997,7742400
1985-12-27,2.75220131565843,2.85441661541027,2.71849201467644,3773600
1986-01-03,2.72501639551167,2.75926939489659,2.65052971430953,4156800
1986-01-10,2.51460511357571,2.73915255398799,2.50753703433755,5915200
1986-01-17,2.50101265350233,2.5760430331074,2.46730335252034,2576800
1986-01-24,2.45316719404402,2.56190687463108,2.39227297291527,3677600
1986-01-31,2.55538249379586,2.62334479416277,2.41293351222681,3516000
1986-02-07,2.63693725423615,2.6777146344563,2.56897495386924,3072000
1986-02-14,2.66412217438292,2.69130709452968,2.58909179477785,3643200
1986-02-21,2.72501639551167,2.77286185496997,2.60975233408939,4124800
1986-02-28,2.8272316952635,2.8272316952635,2.65052971430953,5394400
1986-03-07,2.87507715472181,2.92944699501534,2.82070731442828,4437600
1986-03-14,2.90226207486857,3.00393367621747,2.86094099624549,4151200
1986-03-21,2.83375607609873,2.90226207486857,2.83375607609873,3549600
1986-03-28,3.01752613629085,3.04471105643762,2.84789223457504,4572000
1986-04-04,2.87507715472181,3.11974143604269,2.85441661541027,5794400
1986-04-11,2.91531083653902,3.01752613629085,2.84789223457504,5652800
1986-04-18,3.058303516511,3.07189597658438,2.91531083653902,4963200
1986-04-25,3.13279019771314,3.19422811724482,3.05123543727284,4247200
1986-05-02,2.93597137585056,3.15345073702468,2.88812591639226,3872800
1986-05-09,2.85441661541027,2.97674875607071,2.83375607609873,3615200
1986-05-16,2.79352239428152,2.94956383592394,2.74567693482321,5160000
1986-05-23,3.02405051712608,3.04471105643762,2.75926939489659,5030400
1986-05-30,3.15345073702468,3.15345073702468,2.96968067683255,5238400
1986-06-06,3.28285095692328,3.34374517805203,3.13279019771314,6717600
1986-06-13,3.36440571736357,3.37093009819879,3.15345073702468,3252000
1986-06-20,3.31003587707004,3.38452255827217,3.22141303739159,4190400
1986-06-27,3.36440571736357,3.37093009819879,3.24152987830019,3245600
1986-07-04,3.58188507853768,3.72433406010673,3.40463939918078,6840000
1986-07-11,3.49326223885923,3.60200191944629,3.27578287768512,5812800
1986-07-18,3.38452255827217,3.48619415962107,3.23500549746497,2856000
1986-07-25,3.47314539795063,3.47966977878585,3.35026955888725,3576000
1986-08-01,3.40463939918078,3.49326223885923,3.40463939918078,3144000
1986-08-08,3.40463939918078,3.50033031809739,3.31656025790526,2568000
1986-08-15,3.4388923985657,3.45248485863909,3.2893753377585,4700000
1986-08-22,3.56774892006137,3.58840945937291,3.41170747841894,11508800
1986-08-29,3.60200191944629,3.60200191944629,3.47966977878585,3081600
1986-09-05,3.37093009819879,3.61559437951967,3.34374517805203,2765600
1986-09-12,2.96315629599732,3.40463939918078,2.89519399563041,5096000
1986-09-19,3.058303516511,3.06537159574916,2.89519399563041,4290400
1986-09-26,2.96968067683255,3.09908089673115,2.90226207486857,3180800
1986-10-03,3.13985827695129,3.19422811724482,2.86800907548365,4162400
1986-10-10,3.1599751178599,3.20782057731821,3.13279019771314,1802400
1986-10-17,3.40463939918078,3.4388923985657,3.14692635618945,5363200
1986-10-24,3.34374517805203,3.4187755576571,3.30296779783188,1816800
1986-10-31,3.40463939918078,3.43182431932754,3.31656025790526,3654400
1986-11-07,3.34374517805203,3.45248485863909,3.33015271797865,2195200
1986-11-14,3.31656025790526,3.41170747841894,3.29589971859372,1712000
1986-11-21,3.24152987830019,3.33015271797865,3.13279019771314,4424800
1986-11-28,3.28285095692328,3.29589971859372,3.22141303739159,1917600
1986-12-05,3.39159063751033,3.46607731871247,3.22141303739159,4124800
1986-12-12,3.24859795753835,3.39159063751033,3.20782057731821,3255200
1986-12-19,3.34374517805203,3.34374517805203,3.18063565717144,3532000
1986-12-26,3.24859795753835,3.3372207972168,3.22141303739159,2249600
1987-01-02,3.12626581687791,3.26219041761173,3.04471105643762,3041600
