date,adjClose,adjHigh,adjLow,adjVolume
1992-03-13,23.0271537635894,23.1688418866732,22.3187131481701,48000
1992-03-20,22.5456307384134,23.7299268540853,22.0465073409341,118000
1992-03-27,21.1276665410289,22.6193648766774,21.1276665410289,48300
1992-04-03,21.2694629607674,21.5530558002443,20.5604808620751,75000
1992-04-10,21.3431970990314,21.4112593805058,20.844073701552,21100
1992-04-17,21.4112593805058,21.6211180817187,21.2694629607674,25500
1992-04-24,21.2694629607674,21.5530558002443,21.2694629607674,21700
1992-05-01,21.5530558002443,21.5530558002443,21.1957288225034,41100
1992-05-08,21.5530558002443,21.6948522199827,21.3431970990314,26900
1992-05-15,21.1957288225034,21.5530558002443,21.1957288225034,14800
1992-05-22,21.5530558002443,21.6948522199827,21.1276665410289,35400
1992-05-29,22.2620378989365,23.1128164173672,21.6211180817187,67400
1992-06-05,21.9047109211956,22.3357720372005,21.9047109211956,18400
1992-06-12,21.6211180817187,21.8366486397212,21.4849935187698,17900
1992-06-19,21.5020676858046,21.6948522199827,21.3601585801697,15800
1992-06-26,21.0025476339696,21.4282749508744,21.0025476339696,25300
1992-07-03,21.2125731103093,21.2125731103093,21.0025476339696,25400
1992-07-10,20.650613051995,21.2125731103093,20.4349112114299,42100
1992-07-17,20.1510930001601,20.5768203170648,20.0829766294553,36400
1992-07-24,20.1510930001601,20.2192093708648,20.0091838945251,16300
1992-07-31,20.650613051995,20.8606385283347,20.0091838945251,56200
1992-08-07,20.1510930001601,20.5768203170648,19.7253656832553,46000
1992-08-14,19.8672747888902,20.0091838945251,19.7991584181854,9700
1992-08-21,19.2996383663505,19.8672747888902,19.2315219956457,41100
1992-08-28,19.1577292607155,19.8672747888902,19.0839365257854,42500
1992-09-04,20.0829766294553,20.1510930001601,19.1577292607155,24900
1992-09-11,20.7187294226998,21.2125731103093,20.1510930001601,32300
1992-09-18,20.735758515376,21.0025476339696,20.735758515376,18400
1992-09-25,19.88360405584,20.59373277212,19.741578312584,30000
1992-10-02,19.2473287260531,19.8154316990771,19.17347533956,20500
1992-10-09,20.8039308721388,20.9516376451251,19.17347533956,119700
1992-10-16,22.440067434448,22.440067434448,20.735758515376,67600
1992-10-23,21.587912974912,22.582093177704,21.3777148748931,58700
1992-10-30,21.587912974912,21.871964461424,21.587912974912,16700
1992-11-06,21.5197406181491,21.587912974912,21.2300081019068,64500
1992-11-13,21.019810001888,21.445887231656,20.877784258632,36200
1992-11-20,21.2300081019068,21.2300081019068,20.8039308721388,14000
1992-11-27,20.8039308721388,21.161835745144,20.735758515376,29300
1992-12-04,20.9516376451251,21.0879823586508,20.735758515376,36000
1992-12-11,21.0879823586508,21.729938718168,21.019810001888,70700
1992-12-18,21.3209638658325,21.3209638658325,20.877784258632,29500
1992-12-25,21.6052433840436,21.7473831431491,21.2470511910976,41900
1993-01-01,21.5370162996729,21.6734704684142,21.2470511910976,19700
1993-01-08,21.8895229022547,22.1738024204658,21.3209638658325,68800
1993-01-15,21.9577499866253,22.0998897457309,21.6052433840436,17800
1993-01-22,22.0316626613602,22.1738024204658,21.8895229022547,22000
1993-01-29,21.821295817884,22.0998897457309,21.7473831431491,18100
1993-02-05,22.0316626613602,22.4580819386769,21.5370162996729,126100
1993-02-12,21.821295817884,22.0316626613602,21.821295817884,55100
1993-02-19,21.821295817884,21.8895229022547,21.463103624938,48500
1993-02-26,22.3159421795713,22.6741343725173,21.7473831431491,53900
1993-03-05,23.5269729271506,23.7373397706268,22.0316626613602,47500
1993-03-12,24.1637590479435,24.8744578434712,23.6634270958919,106900
1993-03-19,24.8915615275258,25.0337990219688,24.305898807049,57500
1993-03-26,23.8958990664248,25.3182740108549,23.7536615719818,87300
1993-04-02,23.6796980748714,24.0381365608678,23.2586750913201,16600
1993-04-09,22.7579991108808,23.5431500802062,22.7579991108808,23200
1993-04-16,22.6157616164378,23.0424740997668,22.4735241219948,31100
1993-04-23,22.0468116386657,22.5417981193274,21.9045741442227,30500
1993-04-30,22.4052501246621,22.4052501246621,22.0468116386657,48500
1993-05-07,22.4052501246621,22.7579991108808,22.4052501246621,27200
1993-05-14,22.1890491331088,22.4052501246621,22.0468116386657,28700
1993-05-21,22.2630126302191,22.2630126302191,22.1150856359984,17500
1993-05-28,22.1890491331088,22.4735241219948,22.0468116386657,49700
1993-06-04,22.1890491331088,22.3312866275518,21.9728481415554,12000
1993-06-11,22.0468116386657,22.1890491331088,21.9728481415554,13800
1993-06-18,22.1321541353316,22.3312866275518,22.0468116386657,21600
1993-06-25,22.1321541353316,22.4225425739479,22.0638274438924,18500
1993-07-02,22.5591959568262,22.7072371216111,22.206174717724,67900
1993-07-09,22.7755638130502,23.2026056345449,22.5591959568262,30000
1993-07-16,23.8403214213103,24.0566892775343,22.7755638130502,43000
1993-07-23,23.2026056345449,24.1307098599267,23.2026056345449,42500
1993-07-30,24.5520577904681,24.7684256466921,23.2026056345449,68300
1993-08-06,25.0531201943552,25.0531201943552,24.483731099029,21700
1993-08-13,23.9143420037027,25.0531201943552,23.3449529083765,45000
1993-08-20,26.1918983850078,26.1918983850078,23.6979741474787,80300
1993-08-27,28.8964965878075,31.3164002429441,26.6189402065024,569400
1993-09-03,29.8929275046284,30.1092953608524,28.8964965878075,157000
1993-09-10,28.2020161942937,29.8929275046284,27.0459820279971,86100
1993-09-17,27.1309093166115,28.1279502931774,26.846040466164,71700
1993-09-24,27.2733437418352,27.3474096429515,26.9201063672804,41100
1993-10-01,26.4187371904929,27.4898440681752,26.1395657170545,44200
