date,adjClose,adjHigh,adjLow,adjVolume
2018-06-08,48.9129861408287,52.8778735598826,48.8558002645923,62479265
2018-06-15,50.3045091292466,50.6666863454102,48.5031540278015,15959080
2018-06-22,51.8866517051191,52.2011740244191,49.8088982018649,10221538
2018-06-29,53.5164491778552,53.6498828890734,51.4958815508374,8972666
2018-07-06,54.0978389195915,54.4123612388914,53.3353605697734,5567829
2018-07-13,53.2877056729098,54.078776960846,51.6293152620555,6459695
2018-07-20,53.0970860854553,53.9262812908824,52.5919441787008,4326663
2018-07-27,52.7349088692917,53.2591127347916,51.81993484951,6933148
2018-08-03,53.5450421159734,53.9834671671188,52.2515929053008,5192931
2018-08-10,54.9746890218823,55.2701493824368,52.9064664980008,6800332
2018-08-17,55.155777629964,55.4893619080094,54.3361134039096,10047236
2018-08-24,54.7554764963096,55.5084238667549,53.9548742290006,6580838
2018-08-31,54.8138181503609,55.3806919927573,54.0406530433551,7115070
2018-09-07,56.014822053743,56.9564091139946,54.7946020879068,6165268
2018-09-14,55.4959883674819,56.6681681771829,55.0348028685832,6634337
2018-09-21,53.6800704655681,55.8514855228831,53.1035885919447,16149412
2018-09-28,52.7673074989977,53.7857588090658,52.0659212194225,12245559
2018-10-05,53.5359499971623,53.6800704655681,52.1331774380119,7546268
2018-10-12,53.4398696848917,54.7369539005444,52.7384834053166,9612190
2018-10-19,54.7849940566797,54.9387225563126,53.2092769354424,6746440
2018-10-26,53.9202712462446,55.4287321488925,53.4014375599835,7538025
2018-11-02,53.6416383406599,54.8138181503609,53.2381010291235,7617684
2018-11-09,56.0628622098783,56.2165907095112,53.4014375599835,6879405
2018-11-16,57.7634837370674,58.705070797319,55.8610935541101,8590813
2018-11-23,56.4279673965065,58.2823174233285,55.668932929569,4779137
2018-11-30,57.5011152638466,58.0241168175349,56.2742388968736,8304136
2018-12-07,58.4115253758226,59.0410642830401,56.8328355008004,7039210
2018-12-14,58.634285296838,59.0798051388688,57.1718179893021,8210978
2018-12-21,56.4454269425127,59.0216938551257,55.3122569095213,14425975
2018-12-28,54.7505145000042,56.9781137101582,53.4430106157833,6537414
2019-01-04,54.1306608067439,55.0313857047627,53.3945845459973,7033175
2019-01-11,54.692403216261,55.35099776535,53.6506616030255,8177294
2019-01-18,54.8764222814477,55.2154047699494,53.5882888251412,11940969
2019-01-25,54.992644848934,56.033805349332,54.5471250069031,6983510
2019-02-01,55.4187942630504,55.8255732492524,54.1984573044442,7686678
2019-02-08,56.2710930912832,56.3970008727267,54.6052362906463,6884019
2019-02-15,56.9200024264151,57.1330771334733,56.0581152363646,6014182
2019-02-22,53.7432522484562,58.0531724594065,52.8522125643946,11724066
2019-03-01,53.757780069392,54.7932742884281,52.8618977783518,11439715
2019-03-08,54.4709034466527,54.6858173411696,53.3377210937453,11011876
2019-03-15,56.3367468035951,56.585851544967,54.4611346332656,13257134
2019-03-22,56.6591176453705,57.0889454344043,54.724990282852,8173088
2019-03-29,56.7079617123061,57.2354776352113,56.2292898563366,6984013
2019-04-05,55.9948383350454,56.8544939131131,55.0277258097193,8354475
2019-04-12,56.3855908705308,56.473510191015,55.4868600389145,6540600
2019-04-19,55.2621773310105,56.7470369658547,55.1156451302035,6155419
2019-04-26,55.8385373208513,56.6493488319833,55.0277258097193,8876607
2019-05-03,56.2683651098852,56.6200423918219,55.3794030916561,7771365
2019-05-10,56.7763434060161,57.1280206879528,55.3403278381075,8892639
2019-05-17,57.3429345824698,57.655536610858,56.4930478177892,6803870
2019-05-24,58.0365203329562,58.4663481219901,57.1231362812593,6695959
2019-05-31,57.2613407203434,58.1146708400533,56.926479078704,8104643
2019-06-07,59.5659767245677,60.442526315918,57.0348166686461,7649420
2019-06-14,59.7531052890133,59.9156116739266,57.9015173881835,6986751
2019-06-21,60.31449098235,60.5557883417667,59.1030797493603,8662637
2019-06-28,59.2409639547412,60.6099571367377,58.7189737486562,7775752
2019-07-05,60.6001082649248,60.9448187783772,58.6401827741528,5435429
2019-07-12,60.2160022642208,61.1811917018874,60.0190248279623,6443864
2019-07-19,59.8712917507684,60.7182947266799,59.3099060574317,7156682
2019-07-26,59.8023496480779,60.1175135460915,59.2015684674895,5977272
2019-08-02,59.9106872380201,60.7281435984928,59.142475236612,8567609
2019-08-09,61.486506728088,61.9001593442309,58.6992760050304,6916857
2019-08-16,63.4759788342988,63.9388758095063,61.5652977025914,8704832
2019-08-23,63.5153743215505,64.4608660155913,62.9589130641203,9355003
2019-08-30,64.4871494414499,65.0025539653021,63.4661299624859,8896739
2019-09-06,63.4553550503867,65.4891805327709,63.2271697523631,7992655
2019-09-13,63.7033825482384,65.1419420357785,62.8501679556285,8005367
2019-09-20,65.4891805327709,65.8562612295914,63.3164596515897,11345906
2019-09-27,66.0348410280447,67.2749785173033,65.360206233888,10823659
2019-10-04,65.4891805327709,66.5507382235763,64.645887040075,7971994
2019-10-11,63.4454339504726,65.4494961331146,62.2549019607843,11061297
2019-10-18,62.8104835559722,63.9514100460902,61.5505038668854,9234041
2019-10-25,62.9989844543395,63.9861338957894,62.6120615576908,7896797
2019-11-01,63.3363018514179,63.8025935473791,62.215217561128,8066882
2019-11-08,62.5624560581205,64.1101476447153,61.8382157643934,10329419
2019-11-15,64.2391219435982,64.3085696429966,62.0465588625889,8648781
2019-11-22,63.931567846262,65.1121787360363,63.7331458479806,8101454
2019-11-29,63.27,63.92,62.8501679556285,9275773
2019-12-06,63.07,63.84,62.14,9327757
2019-12-13,62.76,63.22,61.97,17079878
2019-12-20,64.12,64.33,62.65,18845046
